IL,ITOT,VOUT,VDROP
0.0001,+3.533443E-03,1.61071822,0.763630987
0.0003,+3.721927E-03,1.61122804,0.711178908
0.0005,+3.918337E-03,1.61123395,0.658713174
0.001,+4.414904E-03,1.61129016,0.527592484
0.002,+5.409665E-03,1.61170194,0.265589022
0.003,+6.407148E-03,1.61162507,0.00249164157
0.004,+7.401603E-03,1.6116985,-0.259601173
0.005,+8.392897E-03,1.61167836,-0.521155468
0.006,+9.385403E-03,1.61168565,-0.783152239
0.007,+1.037963E-02,1.61167817,-1.04533454
0.008,+1.049985E-02,1.51742745,-1.30749362
0.009,+1.049984E-02,1.26272547,-1.56963838
0.01,+1.049984E-02,1.01163035,-1.83182433
