IL,ITOT,VOUT,VDROP
0.0001,+2.394081E-03,1.01398239,0.464980612
0.0003,+2.583277E-03,1.01386878,0.412572275
0.0005,+2.782560E-03,1.01446979,0.360065983
0.001,+3.281820E-03,1.01442779,0.228186881
0.002,+4.276274E-03,1.01431361,-0.0340030241
0.003,+5.267537E-03,1.01452459,-0.295285636
0.004,+6.261731E-03,1.0142121,-0.55753036
0.005,+7.255394E-03,1.01423835,-0.819766445
0.006,+8.249604E-03,1.01431433,-1.08194578
0.007,+9.243164E-03,1.01432374,-1.34388082
0.008,+1.023676E-02,1.01424199,-1.60608834
0.009,+1.049986E-02,1.01332838,-1.86825564
0.01,+1.049983E-02,0.715449254,-2.1304115
