IL,ITOT,VOUT,VDROP
0.0001,+2.972074E-03,1.31464198,0.61429637
0.0003,+3.160645E-03,1.31457167,0.561843496
0.0005,+3.357634E-03,1.31459425,0.509408673
0.001,+3.853685E-03,1.31447338,0.378260538
0.002,+4.850092E-03,1.31444481,0.115356714
0.003,+5.844069E-03,1.31450916,-0.146779664
0.004,+6.836032E-03,1.31446691,-0.408235029
0.005,+7.828906E-03,1.31430573,-0.670553132
0.006,+8.821738E-03,1.31413805,-0.932427739
0.007,+9.815384E-03,1.31418518,-1.19459952
0.008,+1.049986E-02,1.31365003,-1.45675257
0.009,+1.049984E-02,1.10880052,-1.71890033
0.01,+1.049983E-02,0.863515663,-1.98108114
