VIN,ITOT,VOUT,VDROP
3.3,+3.224277E-03,1.99156165,0.501730755
3.2,+3.210115E-03,1.99146889,0.501763249
3.1,+3.199457E-03,1.99142942,0.501716766
3.0,+3.186211E-03,1.99145584,0.501703153
2.9,+3.149548E-03,1.99190561,0.501720544
2.8,+2.996415E-03,1.93738946,0.501711815
2.7,+2.800298E-03,1.83927208,0.501702728
2.6,+2.597012E-03,1.74107313,0.501681826
2.5,+2.394252E-03,1.64303622,0.501633523
2.4,+2.191265E-03,1.54512677,0.501612262
2.3,+1.988380E-03,1.4473072,0.501594321
2.2,+1.786463E-03,1.34988822,0.501562035
2.1,+1.584855E-03,1.25263463,0.501557779
2.0,+1.383965E-03,1.15567805,0.501517496
