"PSR (Temp=0,VREF_PSR=0.05) X","PSR (Temp=0,VREF_PSR=0.05) Y","PSR (Temp=0,VREF_PSR=0.25) X","PSR (Temp=0,VREF_PSR=0.25) Y","PSR (Temp=0,VREF_PSR=0.45) X","PSR (Temp=0,VREF_PSR=0.45) Y","PSR (Temp=0,VREF_PSR=0.65) X","PSR (Temp=0,VREF_PSR=0.65) Y","PSR (Temp=0,VREF_PSR=0.85) X","PSR (Temp=0,VREF_PSR=0.85) Y","PSR (Temp=27,VREF_PSR=0.05) X","PSR (Temp=27,VREF_PSR=0.05) Y","PSR (Temp=27,VREF_PSR=0.25) X","PSR (Temp=27,VREF_PSR=0.25) Y","PSR (Temp=27,VREF_PSR=0.45) X","PSR (Temp=27,VREF_PSR=0.45) Y","PSR (Temp=27,VREF_PSR=0.65) X","PSR (Temp=27,VREF_PSR=0.65) Y","PSR (Temp=27,VREF_PSR=0.85) X","PSR (Temp=27,VREF_PSR=0.85) Y","PSR (Temp=125,VREF_PSR=0.05) X","PSR (Temp=125,VREF_PSR=0.05) Y","PSR (Temp=125,VREF_PSR=0.25) X","PSR (Temp=125,VREF_PSR=0.25) Y","PSR (Temp=125,VREF_PSR=0.45) X","PSR (Temp=125,VREF_PSR=0.45) Y","PSR (Temp=125,VREF_PSR=0.65) X","PSR (Temp=125,VREF_PSR=0.65) Y","PSR (Temp=125,VREF_PSR=0.85) X","PSR (Temp=125,VREF_PSR=0.85) Y","PSR (Temp=-55,VREF_PSR=0.05) X","PSR (Temp=-55,VREF_PSR=0.05) Y","PSR (Temp=-55,VREF_PSR=0.25) X","PSR (Temp=-55,VREF_PSR=0.25) Y","PSR (Temp=-55,VREF_PSR=0.45) X","PSR (Temp=-55,VREF_PSR=0.45) Y","PSR (Temp=-55,VREF_PSR=0.65) X","PSR (Temp=-55,VREF_PSR=0.65) Y","PSR (Temp=-55,VREF_PSR=0.85) X","PSR (Temp=-55,VREF_PSR=0.85) Y","PSR (Temp=-100,VREF_PSR=0.05) X","PSR (Temp=-100,VREF_PSR=0.05) Y","PSR (Temp=-100,VREF_PSR=0.25) X","PSR (Temp=-100,VREF_PSR=0.25) Y","PSR (Temp=-100,VREF_PSR=0.45) X","PSR (Temp=-100,VREF_PSR=0.45) Y","PSR (Temp=-100,VREF_PSR=0.65) X","PSR (Temp=-100,VREF_PSR=0.65) Y","PSR (Temp=-100,VREF_PSR=0.85) X","PSR (Temp=-100,VREF_PSR=0.85) Y"
10.00000000000001,-78.42025201989658,10.00000000000001,-56.65132832044378,10.00000000000001,-58.91359009356852,10.00000000000001,-61.47926821763606,10.00000000000001,-58.71017795553063,10.00000000000001,-57.87526453264738,10.00000000000001,-53.71562616529913,10.00000000000001,-55.94949919430708,10.00000000000001,-58.46974364888897,10.00000000000001,-55.68784727728254,10.00000000000001,-43.14010763185008,10.00000000000001,-44.25368148214825,10.00000000000001,-46.28191329446064,10.00000000000001,-48.54610775286293,10.00000000000001,-45.18028278568012,10.00000000000001,-58.75748494156222,10.00000000000001,-62.49866986508932,10.00000000000001,-64.74536476029672,10.00000000000001,-67.29843231654591,10.00000000000001,-63.0933921649713,10.00000000000001,-48.8663160310938,10.00000000000001,-68.63005207935539,10.00000000000001,-70.7412459968477,10.00000000000001,-73.22597140792986,10.00000000000001,-69.36297458982904
12.58925411794168,-78.42024643030972,12.58925411794168,-56.65132829178974,12.58925411794168,-58.91359004758993,12.58925411794168,-61.47926813338396,12.58925411794168,-58.71017778455904,12.58925411794168,-57.87526447941788,12.58925411794168,-53.71562614875641,12.58925411794168,-55.94949916779538,12.58925411794168,-58.46974360056642,12.58925411794168,-55.68784717067701,12.58925411794168,-43.14010762939238,12.58925411794168,-44.25368147934661,12.58925411794168,-46.28191329007558,12.58925411794168,-48.54610774525074,12.58925411794168,-45.18028276374382,12.58925411794168,-58.75748488927174,12.58925411794168,-62.49866978203742,12.58925411794168,-64.74536462843365,12.58925411794168,-67.29843207790205,12.58925411794168,-63.09339187306961,12.58925411794168,-48.86631602569618,12.58925411794168,-68.6300518204001,12.58925411794168,-70.74124560079798,12.58925411794168,-73.22597070754371,12.58925411794168,-69.36297373586467
15.84893192461115,-78.42023757201606,15.84893192461115,-56.6513282463805,15.84893192461115,-58.91358997464277,15.84893192461115,-61.4792679997802,15.84893192461115,-58.71017751359349,15.84893192461115,-57.87526439509313,15.84893192461115,-53.71562612253045,15.84893192461115,-55.94949912578685,15.84893192461115,-58.46974352400841,15.84893192461115,-55.68784700168136,15.84893192461115,-43.14010762550014,15.84893192461115,-44.25368147488764,15.84893192461115,-46.28191328315704,15.84893192461115,-48.5461077331835,15.84893192461115,-45.18028272897091,15.84893192461115,-58.7574848067315,15.84893192461115,-62.49866965017574,15.84893192461115,-64.74536441951363,15.84893192461115,-67.29843169945646,15.84893192461115,-63.0933914103956,15.84893192461115,-48.86631601718403,15.84893192461115,-68.63005140985155,15.84893192461115,-70.74124497337624,15.84893192461115,-73.22596959750673,15.84893192461115,-69.36297238251187
19.95262314968881,-78.42022353237803,19.95262314968881,-56.65132817433647,19.95262314968881,-58.91358985908839,19.95262314968881,-61.47926778809362,19.95262314968881,-58.71017708411986,19.95262314968881,-57.87526426147156,19.95262314968881,-53.71562608094705,19.95262314968881,-55.94949905910536,19.95262314968881,-58.4697434026409,19.95262314968881,-55.68784673384975,19.95262314968881,-43.14010761933564,19.95262314968881,-44.25368146783138,19.95262314968881,-46.28191327218079,19.95262314968881,-48.54610771403797,19.95262314968881,-45.18028267386468,19.95262314968881,-58.75748467570664,19.95262314968881,-62.49866944147553,19.95262314968881,-64.74536408838215,19.95262314968881,-67.29843109990217,19.95262314968881,-63.09339067715732,19.95262314968881,-48.86631600363678,19.95262314968881,-68.63005075917603,19.95262314968881,-70.74124397881155,19.95262314968881,-73.22596783828799,19.95262314968881,-69.36297023757942
25.11886431509582,-78.42020128027541,25.11886431509582,-56.65132806018944,25.11886431509582,-58.91358967597657,25.11886431509582,-61.47926745266169,25.11886431509582,-58.71017640346592,25.11886431509582,-57.87526404963319,25.11886431509582,-53.71562601507429,25.11886431509582,-55.94949895353136,25.11886431509582,-58.46974321023902,25.11886431509582,-55.68784630939396,25.11886431509582,-43.14010760956003,25.11886431509582,-44.25368145663498,25.11886431509582,-46.28191325478652,25.11886431509582,-48.54610768372059,25.11886431509582,-45.18028258652149,25.11886431509582,-58.75748446799955,25.11886431509582,-62.49866911045066,25.11886431509582,-64.74536356353195,25.11886431509582,-67.29843014955951,25.11886431509582,-63.09338951503459,25.11886431509582,-48.86631598216521,25.11886431509582,-68.63004972817508,25.11886431509582,-70.74124240269263,25.11886431509582,-73.22596505049867,25.11886431509582,-69.36296683807841
31.62277660168382,-78.42016601448249,31.62277660168382,-56.65132787929699,31.62277660168382,-58.91358938570382,31.62277660168382,-61.47926692088404,31.62277660168382,-58.71017532467042,31.62277660168382,-57.87526371391824,31.62277660168382,-53.71562591062936,31.62277660168382,-55.94949878614739,31.62277660168382,-58.46974290536534,31.62277660168382,-55.68784563665577,31.62277660168382,-43.14010759404464,31.62277660168382,-44.25368143889816,31.62277660168382,-46.28191322722068,31.62277660168382,-48.54610763563822,31.62277660168382,-45.18028244808236,31.62277660168382,-58.75748413893444,31.62277660168382,-62.49866858599177,31.62277660168382,-64.74536273164728,31.62277660168382,-67.29842864340405,31.62277660168382,-63.09338767315784,31.62277660168382,-48.86631594816227,31.62277660168382,-68.63004809387792,31.62277660168382,-70.74123990472668,31.62277660168382,-73.22596063143999,31.62277660168382,-69.36296145027784
39.81071705534977,-78.42011012235983,39.81071705534977,-56.65132759259922,39.81071705534977,-58.9135889256867,39.81071705534977,-61.47926607819868,39.81071705534977,-58.71017361492263,39.81071705534977,-57.87526318190135,39.81071705534977,-53.71562574511972,39.81071705534977,-55.94949852090461,39.81071705534977,-58.46974242217875,39.81071705534977,-55.68784457041198,39.81071705534977,-43.14010756949196,39.81071705534977,-44.25368141080369,39.81071705534977,-46.28191318353538,39.81071705534977,-48.54610755944613,39.81071705534977,-45.18028222869452,39.81071705534977,-58.75748361746074,39.81071705534977,-62.49866775471185,39.81071705534977,-64.74536141333699,39.81071705534977,-67.2984262561457,39.81071705534977,-63.09338475396861,39.81071705534977,-48.86631589426746,39.81071705534977,-68.63004550399465,39.81071705534977,-70.74123594577758,39.81071705534977,-73.22595362830843,39.81071705534977,-69.36295291106427
50.11872336272729,-78.42002154121566,50.11872336272729,-56.65132713823412,50.11872336272729,-58.91358819659649,50.11872336272729,-61.47926474256439,50.11872336272729,-58.71017090516746,50.11872336272729,-57.8752623387145,50.11872336272729,-53.71562548281537,50.11872336272729,-55.9494981004903,50.11872336272729,-58.46974165636606,50.11872336272729,-55.6878428805988,50.11872336272729,-43.14010753054971,50.11872336272729,-44.25368136625674,50.11872336272729,-46.28191311428317,50.11872336272729,-48.54610743869532,50.11872336272729,-45.18028188097207,50.11872336272729,-58.75748279078824,50.11872336272729,-62.49866643718621,50.11872336272729,-64.74535932389901,50.11872336272729,-67.29842247262587,50.11872336272729,-63.09338012748616,50.11872336272729,-48.8663158088762,50.11872336272729,-68.63004139905865,50.11872336272729,-70.74122967099375,50.11872336272729,-73.22594252841938,50.11872336272729,-69.36293937746153
63.0957344480194,-78.41988115270352,63.0957344480194,-56.65132641805643,63.0957344480194,-58.91358704106686,63.0957344480194,-61.47926262575548,63.0957344480194,-58.71016661054937,63.0957344480194,-57.87526100222175,63.0957344480194,-53.71562506706378,63.0957344480194,-55.94949743421768,63.0957344480194,-58.4697404426399,63.0957344480194,-55.68784020236814,63.0957344480194,-43.14010746885148,63.0957344480194,-44.25368129566138,63.0957344480194,-46.28191300450158,63.0957344480194,-48.54610724730193,63.0957344480194,-45.18028132987673,63.0957344480194,-58.75748148072758,63.0957344480194,-62.49866434911637,63.0957344480194,-64.7453560125093,63.0957344480194,-67.29841647631292,63.0957344480194,-63.09337279492414,63.0957344480194,-48.86631567346802,63.0957344480194,-68.63003489332303,63.0957344480194,-70.74121972640179,63.0957344480194,-73.22592493686874,63.0957344480194,-69.362917928257
79.43282347242825,-78.41965866090821,79.43282347242825,-56.65132527670206,79.43282347242825,-58.91358520966438,79.43282347242825,-61.47925927076459,79.43282347242825,-58.71015980399131,79.43282347242825,-57.87525888414218,79.43282347242825,-53.71562440815666,79.43282347242825,-55.94949637822648,79.43282347242825,-58.46973851898497,79.43282347242825,-55.68783595768821,79.43282347242825,-43.14010737105335,79.43282347242825,-44.25368118377804,79.43282347242825,-46.28191283058118,79.43282347242825,-48.54610694399608,79.43282347242825,-45.1802804564413,79.43282347242825,-58.75747940443429,79.43282347242825,-62.49866103977791,79.43282347242825,-64.74535076412647,79.43282347242825,-67.29840697299913,79.43282347242825,-63.09336117363208,79.43282347242825,-48.86631545894496,79.43282347242825,-68.6300245824453,79.43282347242825,-70.74120396548578,79.43282347242825,-73.22589705607764,79.43282347242825,-69.3628839337421
100.0000000000001,-78.41930605902067,100.0000000000001,-56.6513234677371,100.0000000000001,-58.91358230707681,100.0000000000001,-61.47925395360468,100.0000000000001,-58.7101490163754,100.0000000000001,-57.87525552715491,100.0000000000001,-53.71562336383503,100.0000000000001,-55.94949470457201,100.0000000000001,-58.4697354701747,100.0000000000001,-55.68782923031297,100.0000000000001,-43.14010721603673,100.0000000000001,-44.25368100644761,100.0000000000001,-46.28191255491331,100.0000000000001,-48.54610646327161,100.0000000000001,-45.18027907213239,100.0000000000001,-58.75747611385507,100.0000000000001,-62.49865579479008,100.0000000000001,-64.74534244600419,100.0000000000001,-67.29839191090507,100.0000000000001,-63.09334275521263,100.0000000000001,-48.86631511893284,100.0000000000001,-68.63000824063778,100.0000000000001,-70.741178986059,100.0000000000001,-73.22585286836565,100.0000000000001,-69.36283005664626
125.8925411794169,-78.41874728093762,125.8925411794169,-56.6513206007422,125.8925411794169,-58.9135777068473,125.8925411794169,-61.47924552645434,125.8925411794169,-58.71013191916109,125.8925411794169,-57.875250206709,125.8925411794169,-53.7156217087175,125.8925411794169,-55.94949205201193,125.8925411794169,-58.46973063820314,125.8925411794169,-55.68781856817844,125.8925411794169,-43.14010697038819,125.8925411794169,-44.25368072540464,125.8925411794169,-46.28191211800946,125.8925411794169,-48.54610570139633,125.8925411794169,-45.1802768781565,125.8925411794169,-58.75747089842177,125.8925411794169,-62.49864748206375,125.8925411794169,-64.74532926274115,125.8925411794169,-67.29836803933327,125.8925411794169,-63.09331356410706,125.8925411794169,-48.866314580002,125.8925411794169,-68.62998234098721,125.8925411794169,-70.74113939648851,125.8925411794169,-73.22578283682033,125.8925411794169,-69.36274466852954
158.4893192461116,-78.41786182467908,158.4893192461116,-56.65131605685924,158.4893192461116,-58.91357041587411,158.4893192461116,-61.47923217030283,158.4893192461116,-58.71010482206204,158.4893192461116,-57.87524177442604,158.4893192461116,-53.71561908552749,158.4893192461116,-55.94948784804141,158.4893192461116,-58.46972298003845,158.4893192461116,-55.68780166984517,158.4893192461116,-43.14010658107211,158.4893192461116,-44.25368027998565,158.4893192461116,-46.28191142557348,158.4893192461116,-48.54610449388484,158.4893192461116,-45.18027340094834,158.4893192461116,-58.75746263266407,158.4893192461116,-62.49863430725708,158.4893192461116,-64.74530836877437,158.4893192461116,-67.29833020571985,158.4893192461116,-63.09326729977808,158.4893192461116,-48.86631372589702,158.4893192461116,-68.62994129310727,158.4893192461116,-70.74107665183462,158.4893192461116,-73.22567184632983,158.4893192461116,-69.36260934093434
199.5262314968883,-78.41645883994519,199.5262314968883,-56.65130885526357,199.5262314968883,-58.91355886051648,199.5262314968883,-61.47921100236405,199.5262314968883,-58.7100618763932,199.5262314968883,-57.87522841013607,199.5262314968883,-53.71561492807929,199.5262314968883,-55.94948118517094,199.5262314968883,-58.46971084272788,199.5262314968883,-55.68777488801022,199.5262314968883,-43.14010596398801,199.5262314968883,-44.2536795740298,199.5262314968883,-46.28191032811746,199.5262314968883,-48.54610258010936,199.5262314968883,-45.1802678899609,199.5262314968883,-58.75744953225649,199.5262314968883,-62.4986134266966,199.5262314968883,-64.74527525431378,199.5262314968883,-67.29827024430834,199.5262314968883,-63.09319397675751,199.5262314968883,-48.86631237219292,199.5262314968883,-68.62987623723066,199.5262314968883,-70.74097721060301,199.5262314968883,-73.22549594393244,199.5262314968883,-69.36239486976193
251.1886431509584,-78.41423618866727,251.1886431509584,-56.65129744162208,251.1886431509584,-58.91354054665887,251.1886431509584,-61.47917745357423,251.1886431509584,-58.70999381298067,251.1886431509584,-57.87520722936462,251.1886431509584,-53.71560833891579,251.1886431509584,-55.94947062528101,251.1886431509584,-58.46969160636099,251.1886431509584,-55.68773244193383,251.1886431509584,-43.14010498602942,251.1886431509584,-44.25367845517174,251.1886431509584,-46.28190858877814,251.1886431509584,-48.54609954697258,251.1886431509584,-45.18025915563379,251.1886431509584,-58.75742876944071,251.1886431509584,-62.49858033350502,251.1886431509584,-64.74522277190664,251.1886431509584,-67.29817521333985,251.1886431509584,-63.09307777008177,251.1886431509584,-48.86631022675887,251.1886431509584,-68.62977313290502,251.1886431509584,-70.74081961111692,251.1886431509584,-73.22521717210829,251.1886431509584,-69.36205497767097
316.2277660168385,-78.41071585076726,316.2277660168385,-56.65127935220638,316.2277660168385,-58.91351152126431,316.2277660168385,-61.47912428295892,316.2277660168385,-58.70988594190091,316.2277660168385,-57.87517366018923,316.2277660168385,-53.71559789589166,316.2277660168385,-55.94945388893233,316.2277660168385,-58.46966111908491,316.2277660168385,-55.68766517032305,316.2277660168385,-43.14010343604151,316.2277660168385,-44.25367668189919,316.2277660168385,-46.28190583209344,316.2277660168385,-48.54609473975498,316.2277660168385,-45.18024531269477,316.2277660168385,-58.75739586288734,316.2277660168385,-62.49852788482467,316.2277660168385,-64.74513959425175,316.2277660168385,-67.29802460385977,316.2277660168385,-63.09289360133238,316.2277660168385,-48.86630682640313,316.2277660168385,-68.62960972822457,316.2277660168385,-70.7405698448878,316.2277660168385,-73.22477538523067,316.2277660168385,-69.36151633938755
398.107170553498,-78.40514233099866,398.107170553498,-56.65125068257086,398.107170553498,-58.91346551950262,398.107170553498,-61.47904001448796,398.107170553498,-58.70971498326233,398.107170553498,-57.87512045721972,398.107170553498,-53.71558134478937,398.107170553498,-55.94942736385704,398.107170553498,-58.46961280034797,398.107170553498,-55.68755855408463,398.107170553498,-43.14010097950564,398.107170553498,-44.25367387144284,398.107170553498,-46.28190146304135,398.107170553498,-48.54608712086372,398.107170553498,-45.18022337322461,398.107170553498,-58.75734371020107,398.107170553498,-62.49844476043765,398.107170553498,-64.74500776971288,398.107170553498,-67.2977859147701,398.107170553498,-63.09260172946282,398.107170553498,-48.86630143724499,398.107170553498,-68.62935076193259,398.107170553498,-70.74017402120747,398.107170553498,-73.22407529252246,398.107170553498,-69.36066279201157
