VIN,ITOT,VOUT,VDROP
3.3,+3.228269E-03,1.99097269,-0.976928419
3.2,+3.167454E-03,1.9908323,-0.976920571
3.1,+3.148822E-03,1.99074516,-0.976910338
3.0,+3.134739E-03,1.99069037,-0.97692346
2.9,+3.120563E-03,1.99062179,-0.976913569
2.8,+3.097763E-03,1.99053326,-0.976895399
2.7,+3.047884E-03,1.99035172,-0.976890788
2.6,+2.959582E-03,1.92106921,-0.976933612
2.5,+2.861753E-03,1.82389278,-0.976978226
2.4,+2.760462E-03,1.72572688,-0.976999803
2.3,+2.658170E-03,1.6273342,-0.977030613
2.2,+2.555977E-03,1.52912831,-0.977035311
2.1,+2.453639E-03,1.43085116,-0.977058459
2.0,+2.351164E-03,1.3325936,-0.977114418
