VIN,ITOT,VOUT,VDROP
3.3,+3.193758E-03,0.793760282,-2.18796928
3.2,+3.176834E-03,0.793743862,-2.18797824
3.1,+3.163756E-03,0.793582869,-2.18795867
3.0,+3.151476E-03,0.793473919,-2.18797435
2.9,+3.139846E-03,0.793353984,-2.18794979
2.8,+3.128990E-03,0.793215253,-2.18794855
2.7,+3.118263E-03,0.793159471,-2.18795946
2.6,+3.107818E-03,0.793074712,-2.18795354
2.5,+3.097786E-03,0.793015207,-2.18794816
2.4,+3.087765E-03,0.792931828,-2.18794005
2.3,+3.077812E-03,0.792860723,-2.18792397
2.2,+3.068194E-03,0.79281291,-2.18793284
2.1,+3.058522E-03,0.792758507,-2.18790708
2.0,+3.048888E-03,0.792719841,-2.18794151
1.9,+3.039483E-03,0.792657356,-2.18791372
1.8,+3.029979E-03,0.792616721,-2.18787848
1.7,+3.020600E-03,0.792578663,-2.18789134
1.6,+3.008536E-03,0.792474025,-2.18787619
1.5,+2.983686E-03,0.791654644,-2.18786328
1.4,+2.899751E-03,0.71390916,-2.18790331
1.3,+2.800209E-03,0.61680947,-2.18793047
1.2,+2.697152E-03,0.51791755,-2.18795254
