time,IL
0,0.0001
9.999999999999999e-12,0.0001
1.199856397157628e-11,0.0001039771423034368
1.599569191472884e-11,0.0001119314269103104
1.903958518392601e-11,0.0001179887745160128
2.320484526485499e-11,0.0001262776420770614
3.086029966113573e-11,0.0001415119963256601
4.148773963191576e-11,0.0001626606018675124
5.183135321620936e-11,0.0001832443929002567
6.245380074978599e-11,0.0002043830634920741
7.359893811740862e-11,0.0002265618868536432
8.557602756052196e-11,0.0002503962948454387
9.921171674454586e-11,0.0002775313163216463
1.156685935764343e-10,0.0003102805012171043
1.382867984651395e-10,0.0003552907289456276
1.596764293441951e-10,0.0003978560943949483
1.784723040585744e-10,0.0004352598850765631
1.977411884502547e-10,0.0004736049650160069
2.178943043062238e-10,0.0005137096655693853
2.403825825254788e-10,0.0005584613392257029
2.690433381617356e-10,0.0006154962429418539
2.940217743305248e-10,0.0006652033309177444
3.181980040335196e-10,0.0007133140280267042
3.44646452072636e-10,0.0007659464396245457
3.777993424523969e-10,0.00083192069148027
4.441051232119186e-10,0.0009638691951917182
4.907510225159797e-10,0.0010566945348068
5.448031721223849e-10,0.001164258312523546
6.279583922232166e-10,0.001329737200524201
6.971447205278162e-10,0.001467417993850354
7.824435094929999e-10,0.00163716258389107
9.045340156963577e-10,0.001880122691235752
1.030735915521802e-09,0.002131264471888385
1.165653887380525e-09,0.002399751235887244
1.317683017958814e-09,0.00270228920573804
1.505911482472654e-09,0.003076863850120582
1.776634782733423e-09,0.003615603217639513
2.074307568170286e-09,0.004207972060658868
2.305343060481254e-09,0.004667732690357695
2.526752615029984e-09,0.005108337703909668
2.753676411436263e-09,0.005559916058758164
3.000517395937481e-09,0.006051129617915586
3.29527145514716e-09,0.006637690195742849
3.671516924204137e-09,0.007386418679166234
4.03937896838345e-09,0.008118464147083067
4.365098948284776e-09,0.008766646907086704
4.661389208488851e-09,0.009356264524892815
4.930705875565097e-09,0.009892204692374543
5.190332231745678e-09,0.0104088611411739
5.4581748011078e-09,0.01094186785420452
5.745440479304739e-09,0.01151352655381643
6.022836762308332e-09,0.01206554515699358
6.288010150455688e-09,0.01259324019940682
6.538186269078172e-09,0.01309109067546556
6.787748776568083e-09,0.01358772006537048
7.05137406758115e-09,0.01411233439448649
7.31389056814663e-09,0.01463474223061179
7.561758732955077e-09,0.0151279998785806
7.801004106566219e-09,0.01560409817206678
8.037114937043523e-09,0.01607395872471661
8.274578370672673e-09,0.01654651095763862
8.518209343511142e-09,0.01703133659358717
8.773887810715242e-09,0.01754013674332333
9.048725612461058e-09,0.0180870639687975
9.309337308222992e-09,0.01860568124336376
9.548405734686025e-09,0.01908142741202519
9.774878131243514e-09,0.01953210748117459
9.892439065621758e-09,0.0197660537405873
1.001e-08,0.02
1.001887256420661e-08,0.02
1.002816517861944e-08,0.02
1.003981963842323e-08,0.02
1.005401775654228e-08,0.02
1.006948304605788e-08,0.02
1.008394782674173e-08,0.02
1.009928491176294e-08,0.02
1.011643665767393e-08,0.02
1.013662270964801e-08,0.02
1.016206665960914e-08,0.02
1.019742758085785e-08,0.02
1.02547358465948e-08,0.02
1.033223046278008e-08,0.02
1.042809809088992e-08,0.02
1.056745839437643e-08,0.02
1.076074536081779e-08,0.02
1.096824334059231e-08,0.02
1.118420010027976e-08,0.02
1.140960803012575e-08,0.02
1.165407486137677e-08,0.02
1.193460975318231e-08,0.02
1.221266409033571e-08,0.02
1.249506887372857e-08,0.02
1.279756169330755e-08,0.02
1.31313843123679e-08,0.02
1.347198860525333e-08,0.02
1.379430631839312e-08,0.02
1.410813529780681e-08,0.02
1.442176777314807e-08,0.02
1.474616013305067e-08,0.02
1.510158886458034e-08,0.02
1.542664200239357e-08,0.02
1.574283297711793e-08,0.02
1.606124326574002e-08,0.02
1.63781328300571e-08,0.02
1.67144308626933e-08,0.02
1.710127464401939e-08,0.02
1.752710089780693e-08,0.02
1.794643202451068e-08,0.02
1.84007756414653e-08,0.02
1.891185616999689e-08,0.02
1.944583347458445e-08,0.02
2.004904962069644e-08,0.02
2.07898329395462e-08,0.02
2.169385161436398e-08,0.02
2.2772271962007e-08,0.02
2.408128235582137e-08,0.02
2.538770070168328e-08,0.02
2.688122048193117e-08,0.02
2.893656037015043e-08,0.02
3.177491187290665e-08,0.02
3.519439815141002e-08,0.02
4.020726044105223e-08,0.02
4.748573444446061e-08,0.02
5.556297219908727e-08,0.02
6.440057191422517e-08,0.02
7.42877655285307e-08,0.02
8.518032892227085e-08,0.02
9.488732437450419e-08,0.02
1.085915974984628e-07,0.02
1.230193008848132e-07,0.02
1.399769103707866e-07,0.02
1.625733051382517e-07,0.02
1.924941019040575e-07,0.02
2.329134031566555e-07,0.02
2.914567778851801e-07,0.02
3.874490669170758e-07,0.02
4.874490669170759e-07,0.02
5.874490669170759e-07,0.02
6.874490669170759e-07,0.02
7.874490669170759e-07,0.02
8.874490669170759e-07,0.02
9.87449066917076e-07,0.02
1.087449066917076e-06,0.02
1.163729533458538e-06,0.02
1.24001e-06,0.02
1.2400490625e-06,0.01992226562500004
1.240095615376998e-06,0.01982962539977381
1.24011668513783e-06,0.01978769657571818
1.24014211140706e-06,0.01973709829995098
1.240165534375897e-06,0.01969048659196499
1.240190844860307e-06,0.01964011872798992
1.240224272047014e-06,0.01957359862644163
1.240280652856507e-06,0.01946140081555216
1.240363690828189e-06,0.01929615525190395
1.240454253870626e-06,0.01911593479745482
1.240583795920426e-06,0.01885814611835314
1.240767109300516e-06,0.01849335249197343
1.240963118164556e-06,0.01810329485253334
1.241159891033345e-06,0.0177117168436442
