time,VOUT
0,0.5207577261534816
9.999999999999999e-12,0.5207577261521618
1.199708535058413e-11,0.5205520846075488
1.599125605175238e-11,0.5204274701892992
1.902898992781383e-11,0.5203338303696952
2.318164416196217e-11,0.5202095194003041
3.080612653654853e-11,0.5199901423599619
4.129177677534227e-11,0.5196984880495595
5.150428138310417e-11,0.5194144134090001
6.20107198289733e-11,0.5191092990900259
7.307398358823458e-11,0.5187608694131102
8.506528420758337e-11,0.5183397784239351
9.897737138467803e-11,0.517785298257354
1.161693305953395e-10,0.5170020866579346
1.352687102691485e-10,0.5160238633026523
1.544801256067487e-10,0.5149582549843984
1.724042126099992e-10,0.5139223052191125
1.90912034823815e-10,0.5128393100512014
2.104592479236609e-10,0.5117017451935567
2.330618202818005e-10,0.5104044331999908
2.600190720983672e-10,0.5088736360702085
2.830383328750485e-10,0.5075656938181312
3.061436601227391e-10,0.5062380480689834
3.322760990012664e-10,0.5047092996969661
3.684450582088512e-10,0.5025508068596019
4.174226334305318e-10,0.4995879473391548
4.586763916181792e-10,0.4970819089268802
5.114963065279964e-10,0.4938731736638505
5.895470995741253e-10,0.4891152875542462
6.51086170302888e-10,0.4853411100809861
7.322014426881212e-10,0.4803388991052684
8.684809029257016e-10,0.4718885255647041
1.0030152498601e-09,0.4634977163698948
1.144067856507846e-09,0.454652581916094
1.305056207226432e-09,0.4445053117529362
1.488835124547729e-09,0.4328647323628489
1.711948276527927e-09,0.4186665824235288
2.045755263659889e-09,0.3973260910066513
2.452028961324338e-09,0.3712764789473582
2.762144761712005e-09,0.3514196195532474
3.064071918417251e-09,0.3322130066423997
3.366386420676881e-09,0.3132394216181213
3.670519904433587e-09,0.2945993638869726
3.990239761049216e-09,0.2757814415311968
4.328110397309695e-09,0.2572342791025535
4.673882873651048e-09,0.2403865038183058
4.991821001802657e-09,0.2275974697768474
5.284128897527946e-09,0.2188806316281378
5.56338713298762e-09,0.2139334613507512
5.841785357118291e-09,0.2128395452746804
6.113579108785417e-09,0.2158467751033576
6.380935858070697e-09,0.2229139308300434
6.622854222679447e-09,0.2328103206444882
6.856545406735604e-09,0.2453892511279637
7.097156460982857e-09,0.2611798098496416
7.359180047979463e-09,0.2812132429105825
7.634955113476e-09,0.3048401771011949
7.891500384400239e-09,0.3284563161008524
8.132851136985414e-09,0.3514294763088623
8.365544470989814e-09,0.3736300538158633
8.593829108022041e-09,0.3948624282120085
8.822486863287484e-09,0.4150315671357763
9.056398829040344e-09,0.4340190229493723
9.301933069758204e-09,0.4517102037088018
9.553847283231635e-09,0.4671501787037278
9.792225697457861e-09,0.4790858617967548
1.001e-08,0.4877091238864735
1.002532447080481e-08,0.4888145828199019
1.004016209338136e-08,0.4897121918937856
1.005669454244544e-08,0.4906658540004721
1.008115580468815e-08,0.4920103119713478
1.009840480063266e-08,0.4929256619076472
1.011541460120112e-08,0.4938127962429157
1.013467834277202e-08,0.4948067741371127
1.015792979084826e-08,0.4959965432181624
1.019025901919948e-08,0.4976353470338828
1.0245795709061e-08,0.5004069317857394
1.032003865586319e-08,0.5040232781685463
1.043650743902398e-08,0.5094937565272818
1.060543334642773e-08,0.5169693760624656
1.083812021294717e-08,0.5262304481187777
1.106021642909481e-08,0.5337406716498988
1.130428778935395e-08,0.5402392178578647
1.157361435049502e-08,0.5450573715558379
1.184499244899845e-08,0.5473390857163773
1.210101519063693e-08,0.5471898599396203
1.236727271510142e-08,0.544865645952557
1.265409431616199e-08,0.540259905949885
1.297072780027361e-08,0.53326004267909
1.326834604562913e-08,0.5255076146666189
