IL,ITOT,VOUT,VDROP
0.0001,+3.991370E-03,1.59502772,-0.0105222007
0.0003,+4.149523E-03,1.59505544,-0.0105288669
0.0005,+4.339640E-03,1.5948736,-0.010544551
0.001,+4.832902E-03,1.59485201,-0.0105757218
0.002,+5.820936E-03,1.59486413,-0.0106302603
0.003,+6.814335E-03,1.59490491,-0.0106969052
0.004,+7.801956E-03,1.59471153,-0.010755683
0.005,+8.788072E-03,1.5947885,-0.0108257972
0.006,+9.776128E-03,1.59477306,-0.0108813365
0.007,+1.049991E-02,1.59437858,-0.010932945
0.008,+1.049991E-02,1.44720226,-0.0110035901
0.009,+1.049990E-02,1.26463887,-0.0110817604
0.01,+1.049990E-02,1.04169001,-0.0111436156
