IL,ITOT,VOUT,VDROP
0.0001,+3.222460E-03,1.19624556,-0.0105645217
0.0003,+3.387370E-03,1.19625232,-0.0105789993
0.0005,+3.580082E-03,1.19627796,-0.0105906164
0.001,+4.074638E-03,1.1960422,-0.0106222765
0.002,+5.069654E-03,1.19596696,-0.0106937417
0.003,+6.059281E-03,1.19584059,-0.0107370912
0.004,+7.046957E-03,1.1957828,-0.0108070886
0.005,+8.036529E-03,1.19579543,-0.0108643764
0.006,+9.025761E-03,1.19577179,-0.010931644
0.007,+1.001484E-02,1.19581513,-0.0109870609
0.008,+1.049990E-02,1.19482029,-0.0110610503
0.009,+1.049989E-02,1.07028362,-0.0111137402
0.01,+1.049988E-02,0.843185907,-0.0111882188
