IL,ITOT,VOUT,VDROP
0.0001,+2.835356E-03,0.997721606,-0.0106010521
0.0003,+3.004577E-03,0.997705905,-0.0106031565
0.0005,+3.198985E-03,0.997667233,-0.0106152239
0.001,+3.698496E-03,0.997477214,-0.0106559659
0.002,+4.692095E-03,0.997214029,-0.0107138347
0.003,+5.680129E-03,0.996910268,-0.0107707
0.004,+6.671448E-03,0.996873931,-0.0108440471
0.005,+7.662154E-03,0.996850128,-0.0109039703
0.006,+8.652120E-03,0.997058998,-0.0109552925
0.007,+9.639421E-03,0.996839211,-0.0110145317
0.008,+1.049991E-02,0.996573632,-0.0110829363
0.009,+1.049991E-02,0.994995352,-0.0111513242
0.01,+1.049989E-02,0.746361138,-0.0112153032
