IL,ITOT,VOUT,VDROP
0.0001,+3.030967E-03,1.09693097,-0.0105816068
0.0003,+3.195907E-03,1.09689179,-0.0105879283
0.0005,+3.389324E-03,1.0968056,-0.0105992507
0.001,+3.884626E-03,1.09664997,-0.0106257708
0.002,+4.881044E-03,1.09642738,-0.0106988317
0.003,+5.871829E-03,1.0963914,-0.0107491892
0.004,+6.859016E-03,1.09632221,-0.010819145
0.005,+7.847900E-03,1.09623002,-0.0108878386
0.006,+8.838166E-03,1.09630351,-0.0109399781
0.007,+9.827259E-03,1.09627005,-0.0110020112
0.008,+1.049990E-02,1.09563381,-0.0110585512
0.009,+1.049988E-02,1.07275773,-0.0111339221
0.01,+1.049988E-02,0.794115785,-0.0111974619
