IL,ITOT,VOUT,VDROP
0.0001,+3.417195E-03,1.2960709,-0.0105397335
0.0003,+3.579269E-03,1.29605511,-0.0105692919
0.0005,+3.770883E-03,1.29589977,-0.0105814317
0.001,+4.264511E-03,1.29584177,-0.0106136283
0.002,+5.258335E-03,1.29562199,-0.0106708216
0.003,+6.248527E-03,1.29568224,-0.0107332438
0.004,+7.235356E-03,1.29561062,-0.010781383
0.005,+8.225748E-03,1.29560069,-0.0108483532
0.006,+9.212942E-03,1.29561209,-0.0109235101
0.007,+1.020233E-02,1.29558771,-0.0109723915
0.008,+1.049991E-02,1.29451613,-0.0110429004
0.009,+1.049989E-02,1.10306431,-0.0111070907
0.01,+1.049988E-02,0.89290411,-0.0111769797
