IL,ITOT,VOUT,VDROP
0.0001,+1.987898E-03,0.608089945,0.277217656
0.0003,+2.184743E-03,0.608128127,0.224718439
0.0005,+2.378736E-03,0.608231546,0.172948471
0.001,+2.865029E-03,0.608125384,0.0435498009
0.002,+3.836397E-03,0.608150219,-0.215301063
0.003,+4.805827E-03,0.608127292,-0.473625275
0.004,+5.778816E-03,0.608264104,-0.732303664
0.005,+6.750447E-03,0.608541875,-0.991176397
0.006,+7.722622E-03,0.608744631,-1.2500498
0.007,+8.695362E-03,0.608757533,-1.50884464
0.008,+9.668497E-03,0.60872635,-1.76767958
0.009,+1.049995E-02,0.608415455,-2.02616618
0.01,+1.049993E-02,0.60375147,-2.2849118
