IL,ITOT,VOUT,VDROP
0.0001,+2.900750E-03,1.09748252,0.522905733
0.0003,+3.093818E-03,1.09750932,0.471313076
0.0005,+3.287476E-03,1.09745306,0.41946899
0.001,+3.774455E-03,1.09745509,0.290002423
0.002,+4.750093E-03,1.09735237,0.0302713442
0.003,+5.720397E-03,1.09740995,-0.228497481
0.004,+6.690117E-03,1.09754836,-0.486773287
0.005,+7.661164E-03,1.09742728,-0.745464339
0.006,+8.633237E-03,1.09753227,-1.00433609
0.007,+9.606685E-03,1.09757555,-1.26319895
0.008,+1.049995E-02,1.09706316,-1.5219608
0.009,+1.049993E-02,1.08501976,-1.78074441
0.01,+1.049993E-02,0.806580994,-2.03932497
