IL,ITOT,VOUT,VDROP
0.0001,+4.026804E-03,1.69636722,0.818101914
0.0003,+4.219878E-03,1.6963613,0.766270302
0.0005,+4.414043E-03,1.69654056,0.714458205
0.001,+4.899072E-03,1.69635289,0.584968465
0.002,+5.873754E-03,1.69665932,0.326040069
0.003,+6.847272E-03,1.69669729,0.0664450593
0.004,+7.821674E-03,1.69703788,-0.192399579
0.005,+8.791350E-03,1.69718539,-0.450551716
0.006,+9.763774E-03,1.69718835,-0.709492724
0.007,+1.049994E-02,1.68429842,-0.968314949
0.008,+1.049993E-02,1.52975519,-1.2271682
0.009,+1.049993E-02,1.33676782,-1.48571196
0.01,+1.049993E-02,1.09948466,-1.74450604
