IL,ITOT,VOUT,VDROP
0.0001,+3.465809E-03,1.3971021,0.67062879
0.0003,+3.659311E-03,1.39694731,0.618805525
0.0005,+3.853639E-03,1.39695264,0.566969744
0.001,+4.340017E-03,1.39703218,0.437508798
0.002,+5.315025E-03,1.39700647,0.177808609
0.003,+6.288195E-03,1.39741034,-0.0810479195
0.004,+7.257759E-03,1.39752226,-0.339292979
0.005,+8.230245E-03,1.39752014,-0.598079468
0.006,+9.202557E-03,1.39781119,-0.856878458
0.007,+1.017519E-02,1.3978992,-1.11570066
0.008,+1.049994E-02,1.39044285,-1.37445078
0.009,+1.049993E-02,1.18232968,-1.63326568
0.01,+1.049993E-02,0.956483321,-1.89182167
