IL,ITOT,VOUT,VDROP
0.0001,+3.843053E-03,1.59703057,0.768822626
0.0003,+4.036114E-03,1.59685448,0.716972881
0.0005,+4.228910E-03,1.59690405,0.665154047
0.001,+4.715392E-03,1.5967911,0.535687593
0.002,+5.686102E-03,1.59685426,0.276970639
0.003,+6.662737E-03,1.59726334,0.0172667004
0.004,+7.633698E-03,1.59729503,-0.241494958
0.005,+8.604733E-03,1.59739885,-0.499815899
0.006,+9.576596E-03,1.59738313,-0.75850049
0.007,+1.049994E-02,1.59723276,-1.01735827
0.008,+1.049993E-02,1.48512827,-1.2761917
0.009,+1.049993E-02,1.28567776,-1.53501181
0.01,+1.049993E-02,1.05222074,-1.79372526
