IL,ITOT,VOUT,VDROP
0.0001,+2.167729E-03,0.704854361,0.326292832
0.0003,+2.360255E-03,0.704661117,0.27453142
0.0005,+2.558520E-03,0.704645444,0.222006077
0.001,+3.042834E-03,0.704628792,0.09265893
0.002,+4.014337E-03,0.704895715,-0.166137068
0.003,+4.982769E-03,0.704833744,-0.424324011
0.004,+5.956076E-03,0.704982003,-0.683300726
0.005,+6.929377E-03,0.704835644,-0.942181686
0.006,+7.900858E-03,0.704679268,-1.20104143
0.007,+8.870754E-03,0.704686284,-1.45952452
0.008,+9.844300E-03,0.704929476,-1.71833321
0.009,+1.049995E-02,0.703409467,-1.97714149
0.01,+1.049993E-02,0.659363313,-2.23588194
