V Input,V Output
0.0,0.00603051948
0.01,0.00467454755
0.02,-0.00111549614
0.03,0.0020803986
0.04,0.000698884284
0.05,-0.00438763104
0.06,-0.00648210698
0.07,-0.0062146859
0.08,-0.00585501229
0.09,-0.00694365989
0.1,-0.00349321202
0.11,-0.000482015851
0.12,0.00346820177
0.13,0.0039584415
0.14,0.00607197749
0.15,0.00574089394
0.16,0.00568361706
0.17,0.00671489104
0.18,0.004229007
0.19,-0.00424763165
0.2,0.00133236457
0.21,-0.006335722
0.22,-0.00614473459
0.23,-0.00579773542
0.24,-0.00660952867
0.25,-0.00368734386
0.26,-0.00138606164
0.27,0.00263744523
0.28,0.00266279411
0.29,0.00578864079
0.3,0.00622798924
0.31,0.00646348233
0.32,0.00833199521
0.33,0.00524112419
0.34,0.00301303445
0.35000000000000003,0.000195970114
0.36,-0.00385288563
0.37,-0.00627520395
0.38,-0.00620201146
0.39,-0.00582966341
0.4,0.00457590942
0.41000000000000003,-0.00567365165
0.42,-0.00123319431
0.43,0.000431559957
0.44,0.00107132909
0.45,0.00359867114
0.46,0.00580455641
0.47000000000000003,0.00694723971
0.48,0.00628526612
0.49,0.00406660965
0.5,0.00461088508
0.51,-0.00414260793
0.52,-0.0042666917
0.53,-0.00637069766
0.54,-0.00621478265
0.55,-0.00533942368
0.56,-0.00610651775
0.5700000000000001,-0.00641844451
0.58,-0.00526299001
0.59,-0.00334044144
0.6,-0.00539345938
0.61,0.000240572544
0.62,-0.00563857924
0.63,0.000616161772
0.64,-0.00568318167
0.65,0.00562948461
0.66,-0.00386241566
0.67,0.00692817967
0.68,0.00139602704
0.6900000000000001,0.00632977179
0.7000000000000001,0.00135142461
0.71,0.00689958961
0.72,0.00270425212
0.73,0.00745339506
0.74,0.00545755724
0.75,0.00491328181
0.76,0.00533985907
0.77,0.0023573497
0.78,0.00580141198
0.79,0.00137372583
0.8,0.00651761478
0.81,-0.0040852343
0.8200000000000001,0.00788635791
0.8300000000000001,-0.00602693966
0.84,0.0079595504
0.85,-0.00593144596
0.86,0.00505652237
0.87,-0.00511660503
0.88,0.00708733585
0.89,-0.00514205067
0.9,0.00587460448
0.91,-0.00204489081
0.92,0.00134828019
0.93,0.000886727274
0.9400000000000001,-0.000644316452
0.9500000000000001,0.00427351268
0.96,-0.00288841855
0.97,0.00630432616
0.98,0.00234133733
0.99,0.00866936761
1.0,-0.00220090257
1.01,0.00832875404
1.02,-0.0049637377
1.03,0.00797546602
1.04,-0.00449904036
1.05,0.00965299149
1.06,-0.00443537789
1.07,0.00638390424
1.08,-0.00438763104
1.09,0.00344590056
1.1,-0.00365560938
1.11,0.00158062886
1.12,-0.00420941482
1.1300000000000001,-0.00128732676
1.1400000000000001,-0.0029489366
1.1500000000000001,-0.0042539205
1.16,-0.000768496971
1.17,-0.00330861021
1.18,0.00381520094
1.19,-0.00243639566
1.2,0.00775893622
