VIN,ITOT,VOUT,VDROP
3.3,+3.230487E-03,1.19321116,-0.293751408
3.2,+3.205336E-03,1.19308186,-0.293735402
3.1,+3.192589E-03,1.1929939,-0.293765992
3.0,+3.181379E-03,1.19293972,-0.293753143
2.9,+3.171183E-03,1.19281259,-0.293764513
2.8,+3.161215E-03,1.1927828,-0.293757355
2.7,+3.151555E-03,1.19270525,-0.293772308
2.6,+3.141867E-03,1.19264842,-0.293713738
2.5,+3.132486E-03,1.19256678,-0.293714639
2.4,+3.123369E-03,1.19253942,-0.293745799
2.3,+3.113987E-03,1.19256419,-0.293742327
2.2,+3.104371E-03,1.1924973,-0.293768774
2.1,+3.088398E-03,1.19244685,-0.29372709
2.0,+3.027512E-03,1.18523888,-0.293721172
1.9,+2.836038E-03,1.08857904,-0.293764741
1.8,+2.635772E-03,0.99094166,-0.293785256
1.7,+2.433628E-03,0.893242539,-0.29380737
1.6,+2.232122E-03,0.795713714,-0.293828147
1.5,+2.030534E-03,0.698381746,-0.293847234
1.4,+1.829570E-03,0.60126783,-0.293881829
1.3,+1.629085E-03,0.504331801,-0.293911388
1.2,+1.429365E-03,0.407890626,-0.293909336
