IL,ITOT,VOUT,VDROP
0.0001,+2.808971E-03,1.18977381,0.566133652
0.0003,+2.996842E-03,1.18991446,0.513534891
0.0005,+3.193616E-03,1.18997968,0.460942297
0.001,+3.692183E-03,1.18984901,0.329516562
0.002,+4.693614E-03,1.18985835,0.0657557737
0.003,+5.690890E-03,1.19011464,-0.19702585
0.004,+6.684062E-03,1.18993785,-0.459007387
0.005,+7.679852E-03,1.19016222,-0.721867302
0.006,+8.677548E-03,1.19017218,-0.98468009
0.007,+9.674705E-03,1.1900998,-1.24746998
0.008,+1.050002E-02,1.18991795,-1.51005208
0.009,+1.050000E-02,1.11219633,-1.77280992
0.01,+1.050000E-02,0.806858265,-2.03556183
