IL,ITOT,VOUT,VDROP
0.0001,+2.047295E-03,0.790913695,0.366384561
0.0003,+2.239336E-03,0.790986417,0.31380127
0.0005,+2.438390E-03,0.791112353,0.261243419
0.001,+2.936781E-03,0.791159668,0.129023696
0.002,+3.936007E-03,0.791184674,-0.133800501
0.003,+4.928007E-03,0.790909942,-0.395847301
0.004,+5.926707E-03,0.790936826,-0.65878051
0.005,+6.921898E-03,0.791148851,-0.921541966
0.006,+7.919268E-03,0.79112984,-1.18411111
0.007,+8.916199E-03,0.791263295,-1.44692646
0.008,+9.913758E-03,0.791448107,-1.70965203
0.009,+1.049999E-02,0.79062447,-1.97241835
0.01,+1.049997E-02,0.69294011,-2.23485917
