IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.669709E-04,1.69922016,-0.00973410437,1.6801774999999999
0.0003,+4.371107E-04,1.69851721,-0.00975711368,1.6273175
0.0005,+6.283073E-04,1.69816585,-0.00979170368,1.5744574999999998
0.001,+1.119173E-03,1.69762928,-0.00983806795,1.4423074999999999
0.002,+2.105646E-03,1.6970861,-0.00997841063,1.1780074999999999
0.003,+3.093370E-03,1.69671959,-0.0101212448,0.9137074999999999
0.004,+4.080912E-03,1.69644684,-0.0102502335,0.6494074999999999
0.005,+5.069382E-03,1.69622908,-0.0103747066,0.38510749999999994
0.006,+6.061160E-03,1.69602287,-0.0105134455,0.12080749999999973
0.007,+7.049088E-03,1.6958533,-0.0106568631,-0.14349250000000024
0.008,+8.035189E-03,1.69569472,-0.0107838636,-0.4077925
0.009,+9.023002E-03,1.69551935,-0.0109208493,-0.6720925
0.01,+1.001104E-02,1.69539272,-0.011063324,-0.9363925
