IL,ITOT,VOUT,VDROP
0.0001,+2.573258E-03,0.894305524,0.414059993
0.0003,+2.768714E-03,0.894451732,0.362340383
0.0005,+2.966220E-03,0.894728275,0.310596322
0.001,+3.460906E-03,0.894461429,0.180466685
0.002,+4.442912E-03,0.894317708,-0.0781099513
0.003,+5.424841E-03,0.894942139,-0.336108547
0.004,+6.402072E-03,0.894366411,-0.594558006
0.005,+7.384848E-03,0.894260224,-0.853164184
0.006,+8.368066E-03,0.894804653,-1.11177193
0.007,+9.349776E-03,0.894500776,-1.37043527
0.008,+1.033134E-02,0.894465646,-1.62902456
0.009,+1.049989E-02,0.891917306,-1.88742726
0.01,+1.049987E-02,0.67832007,-2.14605326
