IL,ITOT,VOUT,VDROP
0.0001,+2.008126E-03,0.598192184,0.266720346
0.0003,+2.211346E-03,0.599209018,0.214180219
0.0005,+2.404240E-03,0.598201345,0.162442846
0.001,+2.897196E-03,0.598686208,0.0331610621
0.002,+3.877788E-03,0.598711637,-0.225357922
0.003,+4.859207E-03,0.5987364,-0.483390732
0.004,+5.837151E-03,0.599004802,-0.741770856
0.005,+6.820928E-03,0.598202789,-1.00042757
0.006,+7.802125E-03,0.59811371,-1.25901258
0.007,+8.786320E-03,0.598062841,-1.51766189
0.008,+9.766247E-03,0.598554197,-1.77625747
0.009,+1.049991E-02,0.597622493,-2.03464426
0.01,+1.049988E-02,0.59331011,-2.29322125
