VIN,ITOT,VOUT,VDROP
1.8,+5.616311E-03,0.993900329,-0.2868952
1.775,+5.598575E-03,0.993811917,-0.286883705
1.75,+5.579956E-03,0.993661357,-0.286863465
1.725,+5.566308E-03,0.993656966,-0.286868949
1.7,+5.549348E-03,0.993120131,-0.286852529
1.675,+5.532576E-03,0.992882043,-0.286861096
1.65,+5.520406E-03,0.992783942,-0.286838688
1.625,+5.501256E-03,0.992733449,-0.286852351
1.6,+5.485472E-03,0.992390671,-0.286863067
1.575,+5.470369E-03,0.992483684,-0.286852698
1.55,+5.453616E-03,0.992263897,-0.286830707
1.525,+5.436140E-03,0.991831349,-0.286875327
1.5,+5.421342E-03,0.991400535,-0.28686461
1.475,+5.404211E-03,0.991589139,-0.286852648
1.45,+5.388506E-03,0.990921612,-0.28683598
1.425,+5.371806E-03,0.991182642,-0.286853485
1.4,+5.356132E-03,0.990664218,-0.286855136
1.375,+5.339042E-03,0.990730215,-0.286845048
1.35,+5.323203E-03,0.990667741,-0.286855575
1.325,+5.304168E-03,0.99021627,-0.286851492
1.3,+5.289138E-03,0.990133115,-0.286852712
1.275,+5.270157E-03,0.989792505,-0.286862361
1.25,+5.253051E-03,0.989760282,-0.286825647
1.225,+5.234308E-03,0.989449458,-0.286838654
1.2,+5.211911E-03,0.988838455,-0.286853199
1.175,+5.190609E-03,0.988528762,-0.286796681
1.15,+5.165503E-03,0.988502443,-0.286833309
1.125,+5.139673E-03,0.987729885,-0.286825683
1.1,+5.109369E-03,0.987451835,-0.286833915
1.075,+5.076408E-03,0.985969807,-0.286829742
1.05,+5.040423E-03,0.984900417,-0.286850852
1.025,+5.002950E-03,0.984086931,-0.286847892
1.0,+4.967224E-03,0.981980936,-0.286828625
