IL,ITOT,VOUT,VDROP
0.0001,+2.386176E-03,0.795658969,0.36479009
0.0003,+2.582602E-03,0.796045418,0.313072482
0.0005,+2.778420E-03,0.795340992,0.261366056
0.001,+3.269905E-03,0.795309529,0.131338423
0.002,+4.256068E-03,0.79561712,-0.12719725
0.003,+5.231810E-03,0.795288218,-0.385095166
0.004,+6.215105E-03,0.795492241,-0.643818406
0.005,+7.196835E-03,0.79536722,-0.902371332
0.006,+8.180826E-03,0.796352876,-1.16076582
0.007,+9.163443E-03,0.796319705,-1.41936649
0.008,+1.014129E-02,0.795645414,-1.67800174
0.009,+1.049989E-02,0.793508626,-1.93663129
0.01,+1.049988E-02,0.65305807,-2.19499303
