VIN,ITOT,VOUT,VDROP
1.8,+6.956451E-03,1.69377364,0.0560711845
1.775,+6.939203E-03,1.69318715,0.0560669091
1.75,+6.924160E-03,1.69297817,0.056062767
1.725,+6.907451E-03,1.69288604,0.0560732555
1.7,+6.881476E-03,1.68752379,0.0560729831
1.675,+6.716708E-03,1.66261686,0.056063462
1.65,+6.552959E-03,1.6377109,0.0560861625
1.625,+6.392471E-03,1.61275301,0.0560610185
1.6,+6.235637E-03,1.58785133,0.0560804749
1.575,+6.084483E-03,1.56292265,0.0560758686
1.55,+5.939853E-03,1.53796671,0.05606595
1.525,+5.800465E-03,1.51305245,0.0560668535
1.5,+5.667909E-03,1.48809219,0.0560856399
1.475,+5.541202E-03,1.46316704,0.0560574186
1.45,+5.419763E-03,1.43821166,0.0560800079
1.425,+5.303713E-03,1.41324435,0.0560835133
1.4,+5.191824E-03,1.38828818,0.0560868186
1.375,+5.083379E-03,1.36335528,0.0560766136
1.35,+4.977628E-03,1.33839178,0.0560902184
1.325,+4.874126E-03,1.31342222,0.0561044125
1.3,+4.772007E-03,1.28845659,0.0560886338
1.275,+4.671271E-03,1.26350624,0.0560964731
1.25,+4.571194E-03,1.23851999,0.0560854203
1.225,+4.471738E-03,1.21357396,0.0560913276
1.2,+4.372661E-03,1.18860534,0.0560893622
1.175,+4.273653E-03,1.16361547,0.0561105755
1.15,+4.174919E-03,1.13864038,0.0560964175
1.125,+4.076167E-03,1.11364557,0.0560972376
1.1,+3.977777E-03,1.08865041,0.0560904964
1.075,+3.879203E-03,1.06364731,0.0561025638
1.05,+3.780955E-03,1.03865798,0.0560923839
1.025,+3.682626E-03,1.01361068,0.0560830185
1.0,+3.584522E-03,0.988591975,0.0561187122
