IL,ITOT,VOUT,VDROP
0.0001,+3.991807E-03,1.60120499,-0.0104888644
0.0003,+4.150801E-03,1.6012347,-0.010506272
0.0005,+4.340139E-03,1.60108992,-0.0105230542
0.001,+4.833716E-03,1.60114072,-0.0105581196
0.002,+5.822398E-03,1.60096393,-0.0106393005
0.003,+6.814228E-03,1.60071077,-0.0107065431
0.004,+7.803057E-03,1.60071467,-0.0107797262
0.005,+8.789232E-03,1.60059113,-0.0108363052
0.006,+9.775429E-03,1.60026085,-0.0109083736
0.007,+1.049989E-02,1.5994781,-0.0109703288
0.008,+1.049988E-02,1.45074842,-0.0110544564
0.009,+1.049987E-02,1.26671757,-0.0111270419
0.01,+1.049987E-02,1.04309596,-0.0111915379
