IL,ITOT,VOUT,VDROP
0.0001,+2.828600E-03,1.00301209,-0.0105828606
0.0003,+2.998024E-03,1.00296932,-0.0105886761
0.0005,+3.192168E-03,1.00285722,-0.0105918173
0.001,+3.692445E-03,1.00250266,-0.0106366485
0.002,+4.686736E-03,1.00219538,-0.0107044665
0.003,+5.675559E-03,1.00204203,-0.0107770659
0.004,+6.665636E-03,1.00183519,-0.010848898
0.005,+7.655552E-03,1.00152779,-0.0109233183
0.006,+8.646378E-03,1.00151863,-0.0109795525
0.007,+9.633965E-03,1.00120623,-0.0110483101
0.008,+1.049988E-02,1.00059678,-0.0111242759
0.009,+1.049987E-02,0.998238935,-0.0111914712
0.01,+1.049986E-02,0.747266239,-0.0112629253
