IL,ITOT,VOUT,VDROP
0.0001,+2.830565E-03,1.00323647,-0.0105729169
0.0003,+2.999729E-03,1.00303629,-0.0105753021
0.0005,+3.194283E-03,1.00306021,-0.0106043463
0.001,+3.693905E-03,1.00283183,-0.0106498779
0.002,+4.687034E-03,1.00249677,-0.010717001
0.003,+5.676048E-03,1.00233845,-0.010785425
0.004,+6.665404E-03,1.00200917,-0.0108477694
0.005,+7.654495E-03,1.00164049,-0.0109099581
0.006,+8.644191E-03,1.00170525,-0.0109851428
0.007,+9.631817E-03,1.00165769,-0.0110581286
0.008,+1.049988E-02,1.00104888,-0.0111299163
0.009,+1.049988E-02,0.998500817,-0.0112119228
0.01,+1.049986E-02,0.748079528,-0.0112855897
