IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.555712E-04,1.4552103,1.41188737,1.4292058088235293
0.0003,+4.514733E-04,1.45511414,1.35963199,1.3763458088235294
0.0005,+6.493424E-04,1.4551385,1.3073489,1.3234858088235293
0.001,+1.143509E-03,1.45503435,1.17675003,1.1913358088235293
0.002,+2.132139E-03,1.45502813,0.915558769,0.9270358088235293
0.003,+3.120701E-03,1.4550821,0.654627852,0.6627358088235293
0.004,+4.108676E-03,1.4550442,0.39351421,0.39843580882352936
0.005,+5.100500E-03,1.45502141,0.131572019,0.13413580882352916
0.006,+6.089292E-03,1.45497071,-0.129439874,-0.13016419117647082
0.007,+7.075506E-03,1.45499189,-0.389911028,-0.3944641911764708
0.008,+8.063744E-03,1.45492898,-0.650857138,-0.658764191176471
0.009,+9.052346E-03,1.45495745,-0.911883645,-0.9230641911764705
0.01,+1.004045E-02,1.45497605,-1.17291174,-1.187364191176471
