IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.669950E-04,1.55847847,1.51113397,1.5295944852941177
0.0003,+4.633120E-04,1.5584432,1.45888582,1.4767344852941178
0.0005,+6.602614E-04,1.55840183,1.40662436,1.4238744852941176
0.001,+1.154253E-03,1.55842245,1.2759837,1.2917244852941177
0.002,+2.143386E-03,1.55833215,1.01479974,1.0274244852941177
0.003,+3.131984E-03,1.55831349,0.753651501,0.7631244852941176
0.004,+4.119997E-03,1.55829727,0.492734594,0.4988244852941177
0.005,+5.112210E-03,1.55826532,0.230742065,0.23452448529411773
0.006,+6.100459E-03,1.55828278,-0.0303081286,-0.029775514705882244
0.007,+7.086502E-03,1.55823884,-0.290681455,-0.2940755147058822
0.008,+8.075704E-03,1.55819171,-0.551792181,-0.5583755147058824
0.009,+9.064399E-03,1.55826303,-0.812681771,-0.8226755147058824
0.01,+1.005347E-02,1.5582693,-1.07375611,-1.0869755147058824
