IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.625946E-04,1.40287122,1.36236906,1.3790114705882353
0.0003,+4.592015E-04,1.40284371,1.31011717,1.3261514705882351
0.0005,+6.564747E-04,1.40281947,1.25785358,1.2732914705882352
0.001,+1.150728E-03,1.40278609,1.12727266,1.1411414705882352
0.002,+2.139395E-03,1.40274614,0.866081965,0.8768414705882351
0.003,+3.128092E-03,1.40277389,0.604918147,0.6125414705882352
0.004,+4.116847E-03,1.40273797,0.343796382,0.34824147058823507
0.005,+5.108132E-03,1.40272887,0.0819939405,0.08394147058823509
0.006,+6.096446E-03,1.40272217,-0.178988427,-0.1803585294117649
0.007,+7.082437E-03,1.40275272,-0.439401761,-0.44465852941176487
0.008,+8.071608E-03,1.40272257,-0.700529182,-0.7089585294117651
0.009,+9.059655E-03,1.40269559,-0.961332662,-0.9732585294117646
0.01,+1.004893E-02,1.40268658,-1.22239745,-1.237558529411765
