IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.929518E-04,1.59834859,1.56316259,1.5797888235294117
0.0003,+4.652383E-04,1.59778803,1.51049075,1.5269288235294118
0.0005,+6.566164E-04,1.59749287,1.45783304,1.474068823529412
0.001,+1.147711E-03,1.59703608,1.32621314,1.341918823529412
0.002,+2.134890E-03,1.59662194,1.06304042,1.077618823529412
0.003,+3.121940E-03,1.59641079,0.800074528,0.8133188235294119
0.004,+4.110415E-03,1.59626293,0.536903891,0.5490188235294118
0.005,+5.098797E-03,1.59612418,0.273742758,0.2847188235294118
0.006,+6.089686E-03,1.59595856,0.00988262655,0.020418823529411823
0.007,+7.077645E-03,1.59590624,-0.253086522,-0.24388117647058816
0.008,+8.062926E-03,1.59577693,-0.515422591,-0.5081811764705884
0.009,+9.051277E-03,1.59575768,-0.778564763,-0.7724811764705883
0.01,+1.003970E-02,1.59567879,-1.04170148,-1.0367811764705883
