IL,ITOT,VOUT,VDROP,VISET
0.0001,+3.846761E-04,1.49873456,1.46309769,1.4794001470588236
0.0003,+5.613016E-04,1.49808944,1.41046326,1.4265401470588235
0.0005,+7.544289E-04,1.49784277,1.35781538,1.3736801470588236
0.001,+1.246274E-03,1.4973825,1.22641663,1.2415301470588234
0.002,+2.233765E-03,1.49710907,0.963231119,0.9772301470588235
0.003,+3.221556E-03,1.49688099,0.700061252,0.7129301470588235
0.004,+4.209792E-03,1.49673251,0.436895809,0.4486301470588234
0.005,+5.200852E-03,1.49661946,0.173052377,0.18433014705882345
0.006,+6.188957E-03,1.49651127,-0.0899782913,-0.07996985294117676
0.007,+7.173868E-03,1.49640202,-0.352290307,-0.34426985294117673
0.008,+8.162349E-03,1.49635108,-0.61543143,-0.6085698529411765
0.009,+9.150412E-03,1.49624637,-0.87852812,-0.8728698529411765
0.01,+1.013835E-02,1.49622815,-1.14163184,-1.137169852941177
