IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.753650E-04,1.64866351,1.6130782,1.6299831617647058
0.0003,+4.465106E-04,1.6480255,1.56043648,1.577123161764706
0.0005,+6.378635E-04,1.64775083,1.50776331,1.5242631617647058
0.001,+1.127902E-03,1.64729831,1.37637409,1.3921131617647058
0.002,+2.114692E-03,1.64682782,1.11318817,1.1278131617647058
0.003,+3.102235E-03,1.64654812,0.849991572,0.8635131617647057
0.004,+4.090544E-03,1.646386,0.58681234,0.5992131617647056
0.005,+5.079111E-03,1.64623984,0.323623091,0.33491316176470565
0.006,+6.070005E-03,1.64608492,0.0598510688,0.07061316176470567
0.007,+7.058206E-03,1.6459788,-0.203155201,-0.1936868382352943
0.008,+8.043901E-03,1.64589007,-0.465573359,-0.4579868382352945
0.009,+9.032023E-03,1.6457975,-0.728723679,-0.7222868382352945
0.01,+1.001936E-02,1.64569538,-0.991568826,-0.9865868382352945
