IL,ITOT,VOUT,VDROP,VISET
0.0001,+4.494611E-04,1.44883322,1.41319491,1.4292058088235293
0.0003,+6.329424E-04,1.44825095,1.36057861,1.3763458088235294
0.0005,+8.278596E-04,1.44796103,1.30793857,1.3234858088235293
0.001,+1.322017E-03,1.44751267,1.17631888,1.1913358088235293
0.002,+2.310423E-03,1.44715487,0.913129087,0.9270358088235293
0.003,+3.297743E-03,1.44693035,0.650184487,0.6627358088235293
0.004,+4.286299E-03,1.44677586,0.387026129,0.39843580882352936
0.005,+5.277445E-03,1.44667355,0.123090966,0.13413580882352916
0.006,+6.265908E-03,1.4465914,-0.139914186,-0.13016419117647082
0.007,+7.251315E-03,1.44647758,-0.402363131,-0.3944641911764708
0.008,+8.239033E-03,1.44640233,-0.665352866,-0.658764191176471
0.009,+9.226832E-03,1.44636431,-0.928391501,-0.9230641911764705
0.01,+1.021456E-02,1.44625319,-1.19150989,-1.187364191176471
