IL,ITOT,VOUT,VDROP
0.0001,+2.231810E-03,0.698430008,0.314332517
0.0003,+2.417452E-03,0.698302722,0.26195488
0.0005,+2.617666E-03,0.698241899,0.208841497
0.001,+3.115763E-03,0.698317422,0.0780157123
0.002,+4.107761E-03,0.697981062,-0.183570761
0.003,+5.096813E-03,0.697734651,-0.444443507
0.004,+6.088859E-03,0.69775205,-0.706157956
0.005,+7.081394E-03,0.697720554,-0.967792031
0.006,+8.071557E-03,0.697593949,-1.22952466
0.007,+9.061657E-03,0.697610576,-1.49103737
0.008,+1.005343E-02,0.697649466,-1.75273142
0.009,+1.049987E-02,0.696137295,-2.01445607
0.01,+1.049985E-02,0.654989409,-2.276159
