IL,ITOT,VOUT,VDROP
0.0001,+3.956518E-03,1.59598851,0.761485679
0.0003,+4.137030E-03,1.59611161,0.709154428
0.0005,+4.332717E-03,1.59621675,0.656790098
0.001,+4.826865E-03,1.59611359,0.525927271
0.002,+5.816893E-03,1.59609646,0.264389817
0.003,+6.809929E-03,1.59611699,0.00189242411
0.004,+7.800916E-03,1.5960968,-0.25965669
0.005,+8.788425E-03,1.59610613,-0.520706878
0.006,+9.778485E-03,1.59610179,-0.782205072
0.007,+1.049987E-02,1.59548552,-1.04388096
0.008,+1.049987E-02,1.43535453,-1.30555379
0.009,+1.049986E-02,1.24584459,-1.56729433
0.01,+1.049986E-02,1.01388426,-1.82898835
