VIN,ITOT,VOUT,VDROP
3.3,+3.213873E-03,0.793867962,-0.691222913
3.2,+3.201005E-03,0.793820132,-0.691221701
3.1,+3.189245E-03,0.79382757,-0.691208886
3.0,+3.177909E-03,0.793750769,-0.691217456
2.9,+3.167096E-03,0.793732243,-0.691183452
2.8,+3.156956E-03,0.793665076,-0.691193482
2.7,+3.147153E-03,0.793561812,-0.691192223
2.6,+3.137233E-03,0.793492864,-0.691203381
2.5,+3.127783E-03,0.793397199,-0.691198911
2.4,+3.118339E-03,0.793342735,-0.691222079
2.3,+3.108943E-03,0.793303278,-0.691208499
2.2,+3.099931E-03,0.793221779,-0.691183163
2.1,+3.091012E-03,0.79320701,-0.691204924
2.0,+3.082049E-03,0.793200263,-0.691254957
1.9,+3.073168E-03,0.793209596,-0.691199356
1.8,+3.064069E-03,0.793209745,-0.691206072
1.7,+3.051348E-03,0.793177495,-0.69117166
1.6,+2.997756E-03,0.783925783,-0.691220856
1.5,+2.805217E-03,0.687645894,-0.691216591
1.4,+2.604118E-03,0.589918251,-0.691252204
1.3,+2.401977E-03,0.492055835,-0.691282091
1.2,+2.200091E-03,0.394450507,-0.691303421
