VIN,ITOT,VOUT,VDROP
3.3,+3.228343E-03,1.99065775,0.50113936
3.2,+3.208351E-03,1.99058789,0.501100394
3.1,+3.196352E-03,1.99054166,0.501111308
3.0,+3.183705E-03,1.99048798,0.501104672
2.9,+3.159551E-03,1.99063256,0.501101317
2.8,+3.082293E-03,1.98671065,0.501123133
2.7,+2.892754E-03,1.88965941,0.501080949
2.6,+2.693583E-03,1.79196569,0.501083092
2.5,+2.492297E-03,1.694317,0.501044513
2.4,+2.290850E-03,1.59682321,0.501033049
2.3,+2.089683E-03,1.4994292,0.500975107
2.2,+1.889326E-03,1.40241628,0.50098663
2.1,+1.688832E-03,1.30560443,0.500946722
2.0,+1.489153E-03,1.20910761,0.500919802
