IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.224057E-04,1.30657916,1.27116366,1.2786227941176471
0.0003,+1.117669E-03,1.3065024,1.21903454,1.2257627941176472
0.0005,+1.312316E-03,1.30646196,1.16702741,1.172902794117647
0.001,+1.796710E-03,1.30632962,1.03691189,1.040752794117647
0.002,+2.765323E-03,1.30625909,0.776753873,0.7764527941176471
0.003,+3.729663E-03,1.30632531,0.516981773,0.512152794117647
0.004,+4.700102E-03,1.30646329,0.256312703,0.24785279411764694
0.005,+5.665164E-03,1.30636391,-0.00362799339,-0.016447205882353044
0.006,+6.628193E-03,1.30649721,-0.262780657,-0.280747205882353
0.007,+7.596601E-03,1.3066947,-0.522756938,-0.5450472058823532
0.008,+8.561782E-03,1.3067517,-0.782547929,-0.809347205882353
0.009,+9.528389E-03,1.3066838,-1.04237391,-1.0736472058823525
0.01,+1.049773E-02,1.30677661,-1.30220558,-1.337947205882353
