IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.139598E-04,1.70536161,1.66726101,1.6801774999999999
0.0003,+1.110250E-03,1.70540613,1.61479112,1.6273175
0.0005,+1.305497E-03,1.70533687,1.56254152,1.5744574999999998
0.001,+1.791143E-03,1.70535337,1.43216412,1.4423074999999999
0.002,+2.759236E-03,1.7053306,1.17189309,1.1780074999999999
0.003,+3.725935E-03,1.7054075,0.911797487,0.9137074999999999
0.004,+4.690872E-03,1.70533403,0.651900777,0.6494074999999999
0.005,+5.658219E-03,1.70546927,0.391988936,0.38510749999999994
0.006,+6.627200E-03,1.70546897,0.131271083,0.12080749999999973
0.007,+7.593077E-03,1.70549038,-0.12856334,-0.14349250000000024
0.008,+8.556182E-03,1.7055056,-0.387821054,-0.4077925
0.009,+9.524554E-03,1.70561635,-0.647661003,-0.6720925
0.01,+1.049356E-02,1.70547474,-0.907590576,-0.9363925
