IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.323753E-04,0.911211312,0.876126932,0.8770680882352941
0.0003,+1.126909E-03,0.911230099,0.824036388,0.8242080882352941
0.0005,+1.323084E-03,0.911040477,0.771892483,0.7713480882352941
0.001,+1.806563E-03,0.910828397,0.641905087,0.6391980882352941
0.002,+2.774263E-03,0.910845956,0.381902534,0.37489808823529414
0.003,+3.741428E-03,0.910821063,0.121362005,0.11059808823529416
0.004,+4.707452E-03,0.911025443,-0.138525541,-0.15370191176470593
0.005,+5.670353E-03,0.910613083,-0.39786075,-0.4180019117647059
0.006,+6.636497E-03,0.910710411,-0.657762069,-0.6823019117647059
0.007,+7.602685E-03,0.910650635,-0.917450133,-0.9466019117647059
0.008,+8.568552E-03,0.910599526,-1.17728685,-1.2109019117647062
0.009,+9.535575E-03,0.910873818,-1.43718114,-1.4752019117647057
0.01,+1.049997E-02,0.910913526,-1.69692018,-1.7395019117647061
