IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.646746E-04,0.62319669,0.57993804,0.5759020588235294
0.0003,+1.159299E-03,0.623109478,0.527896726,0.5230420588235294
0.0005,+1.353279E-03,0.623149676,0.475892423,0.47018205882352937
0.001,+1.837907E-03,0.623109248,0.345918762,0.3380320588235294
0.002,+2.806706E-03,0.622914743,0.0852634541,0.0737320588235294
0.003,+3.774077E-03,0.623026101,-0.174629126,-0.1905679411764707
0.004,+4.735948E-03,0.623060854,-0.433918781,-0.45486794117647056
0.005,+5.702965E-03,0.623135045,-0.693867506,-0.7191679411764705
0.006,+6.668702E-03,0.623170022,-0.953736287,-0.9834679411764705
0.007,+7.631134E-03,0.622931581,-1.21350058,-1.2477679411764706
0.008,+8.599170E-03,0.623016174,-1.47323004,-1.5120679411764706
0.009,+9.568005E-03,0.622994782,-1.73312107,-1.7763679411764706
0.01,+1.049997E-02,0.622822341,-1.99285301,-2.040667941176471
