V Input,V Output
0.0,1.1874891
0.01,1.18765862
0.02,1.18768212
0.03,1.18760275
0.04,1.18762085
0.05,1.18763419
0.06,1.18763801
0.07,1.18755672
0.08,1.18758245
0.09,1.18762878
0.1,1.18758466
0.11,1.18755799
0.12,1.18755705
0.13,1.1876145
0.14,1.18757546
0.15,1.18752466
0.16,1.18753196
0.17,1.18757768
0.18,1.18743863
0.19,1.18748784
0.2,1.18749228
0.21,1.18756243
0.22,1.18737799
0.23,1.18742149
0.24,1.1874726
0.25,1.18751704
0.26,1.18733799
0.27,1.18737672
0.28,1.18739957
0.29,1.18739862
0.3,1.18717101
0.31,1.18719006
0.32,1.18716339
0.33,1.18716308
0.34,1.18690116
0.35000000000000003,1.1868615
0.36,1.18673005
0.37,1.18652657
0.38,1.18614846
0.39,1.18579831
0.4,1.1853856
0.41000000000000003,1.18477609
0.42,1.18398813
0.43,1.18307829
0.44,1.18200877
0.45,1.18049033
0.46,1.17878779
0.47000000000000003,1.17671826
0.48,1.17433285
0.49,1.17112617
0.5,1.16762901
0.51,1.16333755
0.52,1.15813118
0.53,1.15162257
0.54,1.14430094
0.55,1.13492311
0.56,1.12333036
0.5700000000000001,1.10766679
0.58,1.08687428
0.59,1.05215791
0.6,0.971168599
0.61,0.542173022
0.62,0.457343065
0.63,0.32380301
0.64,0.217576752
0.65,0.150791655
0.66,0.110656549
0.67,0.0864780075
0.68,0.0696721986
0.6900000000000001,0.0580223043
0.7000000000000001,0.049453372
0.71,0.0426520584
0.72,0.0370923545
0.73,0.032762816
0.74,0.0291246967
0.75,0.0262513515
0.76,0.0237313294
0.77,0.021729423
0.78,0.0200062303
0.79,0.0185878241
0.8,0.0173446319
0.81,0.0163687672
0.8200000000000001,0.0155125745
0.8300000000000001,0.0148039986
0.84,0.014177327
0.85,0.0136868472
0.86,0.0132592237
0.87,0.0129125587
0.88,0.0126097022
0.89,0.0123576401
0.9,0.0121490584
0.91,0.0120058803
0.92,0.011879859
0.93,0.0117820718
0.9400000000000001,0.0116938182
0.9500000000000001,0.0116265039
0.96,0.0115938117
0.97,0.011570325
0.98,0.0115449277
0.99,0.0115115987
1.0,0.0114849277
1.01,0.0114757221
1.02,0.0114665166
1.03,0.0114449212
1.04,0.0114233451
1.05,0.0114065165
1.06,0.0114144483
1.07,0.0114176326
1.08,0.0114227082
1.09,0.0114207977
1.1,0.0114141396
1.11,0.0114249276
1.12,0.0114461949
1.1300000000000001,0.0114522355
1.1400000000000001,0.0114506337
1.1500000000000001,0.01143477
1.16,0.0114433387
1.17,0.0114503249
1.18,0.0114474686
1.19,0.011430312
1.2,0.011412229
