IL,ITOT,VOUT,VDROP
0.0001,+4.202365E-03,1.69856167,0.814428952
0.0003,+4.365287E-03,1.69848778,0.761809966
0.0005,+4.557434E-03,1.69865668,0.709187073
0.001,+5.051211E-03,1.6986354,0.577523781
0.002,+6.042995E-03,1.69868029,0.314350466
0.003,+7.036603E-03,1.69847765,0.050437862
0.004,+8.026714E-03,1.69846545,-0.212597066
0.005,+9.015503E-03,1.69834762,-0.474912396
0.006,+1.000622E-02,1.6983517,-0.738080894
0.007,+1.049986E-02,1.6587334,-1.00120493
0.008,+1.049986E-02,1.49962823,-1.26439858
0.009,+1.049986E-02,1.3104092,-1.52731181
0.01,+1.049984E-02,1.07951462,-1.79048957
