IL,ITOT,VOUT,VDROP
0.0001,+4.012657E-03,1.59893712,0.764245588
0.0003,+4.177145E-03,1.5989995,0.711612067
0.0005,+4.368238E-03,1.59919623,0.658968256
0.001,+4.862349E-03,1.59916713,0.527395196
0.002,+5.853144E-03,1.59898549,0.264398877
0.003,+6.847557E-03,1.59918533,0.000417054573
0.004,+7.838978E-03,1.59905032,-0.262554316
0.005,+8.827206E-03,1.59902092,-0.525099753
0.006,+9.817071E-03,1.59894821,-0.788010535
0.007,+1.049987E-02,1.59821507,-1.05115852
0.008,+1.049986E-02,1.44161248,-1.31433507
0.009,+1.049986E-02,1.25750989,-1.57750585
0.01,+1.049985E-02,1.03191624,-1.84068976
