IL,ITOT,VOUT,VDROP
0.0001,+3.241995E-03,1.20011677,0.564422226
0.0003,+3.410302E-03,1.20002043,0.511792736
0.0005,+3.604190E-03,1.19975052,0.459181236
0.001,+4.100637E-03,1.19987588,0.327579579
0.002,+5.096600E-03,1.1996972,0.0636631146
0.003,+6.090047E-03,1.19961666,-0.199342214
0.004,+7.079078E-03,1.19944476,-0.461665741
0.005,+8.071054E-03,1.19925895,-0.724803852
0.006,+9.062123E-03,1.19924879,-0.987905855
0.007,+1.005421E-02,1.19926498,-1.25105663
0.008,+1.049986E-02,1.19790049,-1.51398904
0.009,+1.049985E-02,1.05220906,-1.77716341
0.01,+1.049985E-02,0.834483877,-2.04029937
