VIN,ITOT,VOUT,VDROP
3.3,+3.215200E-03,1.19315461,-1.78463544
3.2,+3.199354E-03,1.19307397,-1.78463987
3.1,+3.188462E-03,1.19297339,-1.78459455
3.0,+3.178431E-03,1.19289317,-1.7845961
2.9,+3.168899E-03,1.19284231,-1.78462078
2.8,+3.159447E-03,1.19274305,-1.78463313
2.7,+3.150100E-03,1.19271368,-1.78465325
2.6,+3.140886E-03,1.19268842,-1.78465377
2.5,+3.131632E-03,1.19262697,-1.78462283
2.4,+3.122739E-03,1.19260819,-1.78464379
2.3,+3.113606E-03,1.19258812,-1.78462166
2.2,+3.103582E-03,1.19259047,-1.78463871
2.1,+3.076822E-03,1.19256615,-1.78465114
2.0,+2.994892E-03,1.13893733,-1.78467454
1.9,+2.894517E-03,1.03997897,-1.78469554
1.8,+2.789633E-03,0.94080535,-1.78471104
1.7,+2.684321E-03,0.841575855,-1.78473465
1.6,+2.579282E-03,0.742371773,-1.78476917
1.5,+2.473921E-03,0.643169794,-1.78480564
1.4,+2.368747E-03,0.544016459,-1.78482512
1.3,+2.263515E-03,0.444755964,-1.78486163
1.2,+2.158410E-03,0.345642173,-1.78489962
