VIN,ITOT,VOUT,VDROP
3.3,+3.266175E-03,1.19289109,-0.298247764
3.2,+3.204002E-03,1.1927624,-0.298242319
3.1,+3.184338E-03,1.19265851,-0.298255125
3.0,+3.170033E-03,1.19252434,-0.298229617
2.9,+3.158074E-03,1.19243564,-0.298237937
2.8,+3.146759E-03,1.19234554,-0.298262817
2.7,+3.136117E-03,1.1922776,-0.298256729
2.6,+3.125805E-03,1.1922217,-0.298262109
2.5,+3.115989E-03,1.19216625,-0.298262167
2.4,+3.106106E-03,1.19206899,-0.298245249
2.3,+3.096304E-03,1.19204101,-0.298248526
2.2,+3.086550E-03,1.1920013,-0.298262336
2.1,+3.075619E-03,1.19196412,-0.298285343
2.0,+3.053898E-03,1.19174997,-0.298270318
1.9,+2.965440E-03,1.16508105,-0.298290666
1.8,+2.775596E-03,1.06984668,-0.298307626
1.7,+2.579310E-03,0.973094315,-0.298298708
1.6,+2.380314E-03,0.876226195,-0.298289001
1.5,+2.181868E-03,0.779452868,-0.298324673
1.4,+1.984197E-03,0.682990946,-0.298362598
1.3,+1.786488E-03,0.586703778,-0.298378744
1.2,+1.589678E-03,0.490901205,-0.298424937
