IL,ITOT,VOUT,VDROP
0.0001,+2.950355E-03,1.10071047,-0.0104980603
0.0003,+3.117208E-03,1.10069834,-0.0105214919
0.0005,+3.309924E-03,1.10059465,-0.0105340152
0.001,+3.804554E-03,1.10011194,-0.0105796915
0.002,+4.800158E-03,1.09985481,-0.0106877705
0.003,+5.792257E-03,1.10000749,-0.0107665663
0.004,+6.778837E-03,1.09980258,-0.0108689938
0.005,+7.767970E-03,1.09947975,-0.0109711628
0.006,+8.757684E-03,1.09944113,-0.0110712969
0.007,+9.747913E-03,1.099636,-0.0111512797
0.008,+1.049992E-02,1.09888251,-0.0112528844
0.009,+1.049990E-02,1.08910886,-0.0113580306
0.01,+1.049989E-02,0.796298274,-0.0114495583
