IL,ITOT,VOUT,VDROP
0.0001,+3.724620E-03,1.49993492,-0.0104446587
0.0003,+3.883612E-03,1.49997992,-0.0104565928
0.0005,+4.074639E-03,1.4999225,-0.010480686
0.001,+4.568248E-03,1.49988089,-0.0105202687
0.002,+5.560869E-03,1.49993173,-0.0106132613
0.003,+6.550556E-03,1.49982732,-0.0107062428
0.004,+7.536464E-03,1.49981685,-0.0108007588
0.005,+8.524095E-03,1.49958487,-0.0108871186
0.006,+9.513355E-03,1.4994423,-0.0109757607
0.007,+1.049991E-02,1.49954973,-0.0110634966
0.008,+1.049991E-02,1.46313785,-0.0111572314
0.009,+1.049990E-02,1.2173033,-0.0112554447
0.01,+1.049989E-02,0.995122961,-0.0113495131
