IL,ITOT,VOUT,VDROP
0.0001,+2.559887E-03,0.901519403,-0.0105531158
0.0003,+2.730835E-03,0.901394469,-0.0105714325
0.0005,+2.925845E-03,0.901395677,-0.0105991034
0.001,+3.426079E-03,0.901076362,-0.0106392671
0.002,+4.420089E-03,0.900651078,-0.0107292686
0.003,+5.410357E-03,0.900421408,-0.0108285827
0.004,+6.400548E-03,0.900278634,-0.0109178474
0.005,+7.389957E-03,0.899928835,-0.0110049773
0.006,+8.381383E-03,0.900073691,-0.0110964715
0.007,+9.370905E-03,0.89988426,-0.011203383
0.008,+1.036021E-02,0.899713716,-0.0112945326
0.009,+1.049991E-02,0.897748506,-0.0113978969
0.01,+1.049988E-02,0.713885191,-0.0114920571
