IL,ITOT,VOUT,VDROP
0.0001,+3.339580E-03,1.30052463,-0.0104786066
0.0003,+3.501178E-03,1.30014338,-0.0104852589
0.0005,+3.693333E-03,1.30009788,-0.0105114092
0.001,+4.187524E-03,1.30009768,-0.0105657115
0.002,+5.180725E-03,1.29979317,-0.0106640331
0.003,+6.171493E-03,1.29975561,-0.0107431902
0.004,+7.158299E-03,1.29966137,-0.0108429463
0.005,+8.147901E-03,1.29963658,-0.0109350966
0.006,+9.135745E-03,1.29945083,-0.0110322757
0.007,+1.012635E-02,1.29967815,-0.0111273171
0.008,+1.049990E-02,1.29842445,-0.0112370585
0.009,+1.049989E-02,1.10943731,-0.0113349326
0.01,+1.049989E-02,0.894944965,-0.0114348749
