IL,ITOT,VOUT,VDROP
0.0001,+4.003379E-03,1.59851577,0.76447236
0.0003,+4.174256E-03,1.5985257,0.711838697
0.0005,+4.367869E-03,1.59871954,0.659205949
0.001,+4.862794E-03,1.59853248,0.527610431
0.002,+5.854967E-03,1.59867223,0.264718597
0.003,+6.850902E-03,1.59865205,0.00077750797
0.004,+7.843754E-03,1.5986871,-0.262173117
0.005,+8.833372E-03,1.59862044,-0.524618016
0.006,+9.824853E-03,1.59854076,-0.787436645
0.007,+1.049986E-02,1.59786563,-1.05055565
0.008,+1.049986E-02,1.43668925,-1.31367482
0.009,+1.049985E-02,1.25081029,-1.57678443
0.01,+1.049985E-02,1.0222652,-1.83987729
