IL,ITOT,VOUT,VDROP
0.0001,+3.240536E-03,1.19958515,0.564628079
0.0003,+3.412018E-03,1.19954463,0.511976039
0.0005,+3.605353E-03,1.1994936,0.459370287
0.001,+4.102170E-03,1.19939305,0.32774879
0.002,+5.099256E-03,1.19922512,0.0638492805
0.003,+6.092339E-03,1.19930227,-0.199147698
0.004,+7.083425E-03,1.19929915,-0.461499187
0.005,+8.074917E-03,1.19910279,-0.724681235
0.006,+9.069002E-03,1.19912555,-0.987772638
0.007,+1.006024E-02,1.19934923,-1.25096811
0.008,+1.049986E-02,1.19778226,-1.5139277
0.009,+1.049984E-02,1.04487904,-1.77707047
0.01,+1.049983E-02,0.829314683,-2.0402767
