IL,ITOT,VOUT,VDROP
0.0001,+2.465308E-03,0.801987732,0.364582491
0.0003,+2.641425E-03,0.801975593,0.311947634
0.0005,+2.837362E-03,0.801826982,0.259294371
0.001,+3.339304E-03,0.801458482,0.127023412
0.002,+4.337074E-03,0.801077262,-0.136010657
0.003,+5.330699E-03,0.800805033,-0.39838456
0.004,+6.325873E-03,0.800609159,-0.66163927
0.005,+7.319662E-03,0.800411657,-0.924713743
0.006,+8.311498E-03,0.800361299,-1.18764669
0.007,+9.305049E-03,0.800509517,-1.45080488
0.008,+1.029666E-02,0.800405263,-1.71396258
0.009,+1.049987E-02,0.798132186,-1.97718329
0.01,+1.049984E-02,0.67845575,-2.24007751
