IL,ITOT,VOUT,VDROP
0.0001,+2.253886E-03,0.697659432,0.314408794
0.0003,+2.444330E-03,0.697811458,0.262209956
0.0005,+2.643777E-03,0.697574471,0.209155238
0.001,+3.141047E-03,0.697590363,0.0786188105
0.002,+4.133740E-03,0.69766186,-0.182375323
0.003,+5.123567E-03,0.697735658,-0.442565836
0.004,+6.114349E-03,0.69771058,-0.703655315
0.005,+7.104785E-03,0.697828608,-0.964703435
0.006,+8.094251E-03,0.697883776,-1.22570686
0.007,+9.085176E-03,0.697820484,-1.48655642
0.008,+1.007604E-02,0.698020303,-1.74759916
0.009,+1.050004E-02,0.696543565,-2.00863115
0.01,+1.050001E-02,0.638272367,-2.26966435
