IL,ITOT,VOUT,VDROP
0.0001,+3.209269E-03,1.19523624,0.562315034
0.0003,+3.398427E-03,1.19529895,0.510114732
0.0005,+3.595780E-03,1.19538233,0.457875811
0.001,+4.090174E-03,1.19533817,0.327305343
0.002,+5.084487E-03,1.19549805,0.0653472811
0.003,+6.075676E-03,1.19561677,-0.195635453
0.004,+7.062443E-03,1.19578835,-0.455843835
0.005,+8.054107E-03,1.19566092,-0.716960117
0.006,+9.043432E-03,1.19578003,-0.977986975
0.007,+1.003490E-02,1.19583192,-1.23906443
0.008,+1.050006E-02,1.19472169,-1.49989507
0.009,+1.050005E-02,1.03034423,-1.76096217
0.01,+1.050004E-02,0.812899018,-2.02200823
