IL,ITOT,VOUT,VDROP
0.0001,+3.822269E-03,1.49950999,0.714371061
0.0003,+3.986429E-03,1.49955412,0.661725365
0.0005,+4.177682E-03,1.49945043,0.609071931
0.001,+4.672700E-03,1.4994508,0.477474285
0.002,+5.667561E-03,1.49931525,0.213579159
0.003,+6.659628E-03,1.49942844,-0.0495351002
0.004,+7.647372E-03,1.49931554,-0.311788882
0.005,+8.637233E-03,1.4990531,-0.57495161
0.006,+9.628967E-03,1.49889984,-0.838096599
0.007,+1.049987E-02,1.49860382,-1.10125486
0.008,+1.049986E-02,1.41712418,-1.36421631
0.009,+1.049985E-02,1.20414452,-1.62732374
0.01,+1.049984E-02,0.983496952,-1.8904907
